hr,count,circadian,count,psg_label
0.524519,38.634412,0,38.634412,0
0.514774,31.640606,0.00158,31.640606,0
0.49723,22.570999,0.00316,22.570999,0
0.489079,19.341522,0.00474,19.341522,0
0.482398,21.960207,0.006321,21.960207,0
0.465207,23.748017,0.007901,23.748017,0
0.429916,19.761946,0.009481,19.761946,0
0.396868,11.934657,0.011061,11.934657,0
0.401716,5.16166,0.012641,5.16166,0
0.384375,1.592834,0.014231,1.592834,0
0.331947,0.350075,0.01582,0.350075,0
0.273137,0.054713,0.01741,0.054713,0
0.260579,0.006073,0.018999,0.006073,0
0.263508,0.000497,0.020589,0.000497,0
0.243641,0.000273,0.022178,0.000273,0
0.212001,0.00219,0.023767,0.00219,0
0.223314,0.013705,0.025357,0.013705,0
0.22029,0.06056,0.026946,0.06056,0
0.208484,0.189013,0.028536,0.189013,0
0.207511,0.416834,0.030125,0.416834,0
0.206062,0.649727,0.031715,0.649727,0
0.201097,0.715929,0.033312,0.715929,0
0.204933,0.557694,0.03491,0.557694,0
0.212658,0.307091,0.036507,0.307091,0
0.221325,0.119504,0.038105,0.119504,0
0.236511,0.032854,0.039702,0.032854,0
0.25676,0.006378,0.0413,0.006378,0
0.267025,0.000874,0.042897,0.000874,0
0.268988,0.000084,0.044495,0.000084,0
0.26748,0.000006,0.046092,0.000006,0
0.253778,0,0.04769,0,0
0.228241,0,0.049287,0,0
0.193004,0,0.050885,0,0
0.163761,0,0.052489,0,0
0.158837,0,0.054093,0,1
0.162363,0,0.055697,0,1
0.165342,0,0.057301,0,1
0.164495,0,0.058906,0,1
0.158914,0,0.06051,0,2
0.145891,0,0.062114,0,2
0.128294,0,0.063718,0,2
0.105786,0,0.065323,0,2
0.088337,0,0.066927,0,2
0.078487,0,0.068531,0,2
0.073887,0,0.070135,0,2
0.073276,0,0.071745,0,2
0.07123,0,0.073355,0,2
0.070414,0,0.074965,0,2
0.067168,0,0.076575,0,2
0.066775,0,0.078184,0,2
0.083473,0,0.079794,0,2
0.098581,0,0.081404,0,2
0.114765,0,0.083014,0,2
0.130999,0,0.084623,0,2
0.134968,0,0.086233,0,2
0.136456,0,0.087843,0,2
0.137966,0,0.089453,0,3
0.138705,0,0.091067,0,3
0.132302,0,0.092681,0,3
0.127041,0,0.094295,0,3
0.124914,0,0.095909,0,3
0.1236,0,0.097523,0,3
0.116583,0,0.099137,0,3
0.10599,0,0.100751,0,3
0.100098,0,0.102365,0,3
0.091059,0,0.10398,0,3
0.082278,0,0.105594,0,3
0.066444,0,0.107208,0,3
0.053649,0,0.108822,0,3
0.050579,0,0.110439,0,3
0.053708,0,0.112056,0,3
0.055499,0,0.113673,0,3
0.056115,0,0.115291,0,3
0.054642,0,0.116908,0,3
0.05631,0,0.118525,0,3
0.058325,0,0.120142,0,3
0.058809,0,0.121759,0,3
0.063048,0,0.123377,0,3
0.065648,0,0.124994,0,3
0.066601,0,0.126611,0,3
0.066742,0,0.128228,0,3
0.066419,0,0.129848,0,3
0.065952,0,0.131467,0,3
0.064934,0,0.133086,0,3
0.056801,0,0.134705,0,3
0.043994,0,0.136324,0,3
0.033912,0,0.137943,0,3
0.028167,0,0.139563,0,3
0.027411,0,0.141182,0,3
0.028171,0,0.142801,0,3
0.029567,0,0.14442,0,3
0.032496,0,0.146039,0,3
0.034134,0,0.147659,0,3
0.032642,0,0.149279,0,3
0.032728,0,0.150899,0,3
0.033659,0,0.152519,0,3
0.064332,0,0.154139,0,3
0.073377,0,0.155759,0,3
0.106263,0,0.157379,0,3
0.153178,0,0.158999,0,3
0.174642,0,0.160619,0,3
0.178545,0.000001,0.162239,0.000001,3
0.184129,0.000013,0.163859,0.000013,3
0.22424,0.000158,0.165479,0.000158,3
0.299064,0.00138,0.167099,0.00138,3
0.370384,0.008449,0.168718,0.008449,3
0.38353,0.036278,0.170338,0.036278,3
0.386789,0.109246,0.171958,0.109246,3
0.389119,0.230742,0.173578,0.230742,3
0.391062,0.341835,0.175197,0.341835,3
0.391085,0.35521,0.176817,0.35521,0
0.390261,0.2589,0.178437,0.2589,0
0.389832,0.132358,0.180057,0.132358,0
0.388528,0.04746,0.181676,0.04746,0
0.384961,0.011936,0.183296,0.011936,1
0.380005,0.002105,0.184916,0.002105,2
0.379845,0.00026,0.186536,0.00026,2
0.378751,0.000023,0.188154,0.000023,2
0.355899,0.000001,0.189772,0.000001,2
0.32084,0,0.191391,0,2
0.296526,0,0.193009,0,3
0.28832,0,0.194628,0,3
0.290648,0.000006,0.196246,0.000006,3
0.285376,0.000128,0.197864,0.000128,3
0.253942,0.001919,0.199483,0.001919,3
0.199105,0.020146,0.201101,0.020146,3
0.19177,0.148288,0.20272,0.148288,3
0.199771,0.765445,0.204338,0.765445,3
0.246462,2.771009,0.205956,2.771009,3
0.279873,7.03565,0.207572,7.03565,3
0.3172,12.529433,0.209188,12.529433,3
0.334625,15.650608,0.210804,15.650608,3
0.346112,13.712231,0.21242,13.712231,0
0.35711,8.426735,0.214036,8.426735,2
0.366375,3.632241,0.215652,3.632241,2
0.377592,1.098087,0.217268,1.098087,5
0.379608,0.232821,0.218884,0.232821,5
0.376614,0.034618,0.2205,0.034618,5
0.371744,0.003609,0.222116,0.003609,5
0.375916,0.000264,0.223732,0.000264,5
0.377739,0.000014,0.225348,0.000014,5
0.392047,0,0.226961,0,5
0.420854,0,0.228573,0,5
0.438321,0,0.230186,0,5
0.426994,0,0.231798,0,5
0.377605,0,0.233411,0,5
0.33098,0,0.235024,0,5
0.32082,0,0.236636,0,5
0.344154,0,0.238249,0,5
0.357678,0,0.239861,0,5
0.36541,0,0.241474,0,5
0.37941,0,0.243086,0,5
0.398652,0,0.244699,0,5
0.411569,0,0.246307,0,5
0.422351,0,0.247915,0,5
0.422109,0,0.249523,0,5
0.420534,0,0.251131,0,5
0.420764,0,0.25274,0,5
0.418646,0,0.254348,0,5
0.418251,0,0.255956,0,5
0.427876,0,0.257564,0,5
0.430508,0,0.259172,0,5
0.399247,0,0.26078,0,5
0.33233,0,0.262388,0,5
0.246657,0,0.263997,0,5
0.182353,0,0.265599,0,5
0.154433,0,0.267202,0,5
0.153087,0,0.268805,0,5
0.154986,0,0.270407,0,5
0.151283,0,0.27201,0,5
0.146891,0,0.273613,0,5
0.147914,0,0.275216,0,5
0.150229,0,0.276818,0,5
0.154519,0,0.278421,0,5
0.160524,0,0.280024,0,5
0.161607,0,0.281627,0,5
0.160163,0,0.283229,0,5
0.153327,0,0.284826,0,5
0.145656,0,0.286422,0,5
0.143302,0,0.288019,0,5
0.144649,0,0.289615,0,5
0.136397,0,0.291211,0,5
0.126499,0,0.292808,0,5
0.126171,0,0.294404,0,5
0.122729,0,0.296001,0,5
0.121724,0,0.297597,0,5
0.112673,0,0.299193,0,5
0.089211,0,0.30079,0,5
0.078227,0,0.302386,0,5
0.07667,0,0.303975,0,5
0.076479,0,0.305564,0,5
0.080477,0,0.307154,0,5
0.087377,0,0.308743,0,5
0.098371,0,0.310332,0,5
0.114242,0,0.311921,0,2
0.126568,0,0.31351,0,2
0.138628,0,0.315099,0,2
0.140661,0,0.316688,0,2
0.136142,0,0.318277,0,2
0.135367,0,0.319867,0,2
0.13623,0,0.321456,0,2
0.134865,0,0.323037,0,2
0.133626,0,0.324618,0,2
0.134684,0,0.326199,0,2
0.128594,0,0.32778,0,2
0.115063,0,0.329361,0,2
0.105517,0,0.330942,0,2
0.098652,0,0.332522,0,2
0.104149,0,0.334103,0,2
0.121732,0,0.335684,0,2
0.129406,0,0.337265,0,2
0.132734,0,0.338846,0,2
0.135882,0,0.340427,0,2
0.138058,0,0.341999,0,2
0.132099,0,0.343571,0,2
0.123204,0,0.345143,0,2
0.106838,0.000001,0.346715,0.000001,2
0.103076,0.00001,0.348287,0.00001,2
0.107747,0.000124,0.349859,0.000124,2
0.116241,0.001125,0.351431,0.001125,2
0.13165,0.007144,0.353003,0.007144,2
0.141483,0.031798,0.354575,0.031798,2
0.137735,0.099268,0.356147,0.099268,2
0.123279,0.217356,0.357719,0.217356,2
0.110344,0.333815,0.359291,0.333815,2
0.103209,0.359598,0.360853,0.359598,2
0.097295,0.271713,0.362415,0.271713,2
0.094706,0.144005,0.363977,0.144005,2
0.101241,0.053531,0.365539,0.053531,2
0.110446,0.013957,0.367101,0.013957,3
0.114616,0.002552,0.368663,0.002552,3
0.112482,0.000327,0.370225,0.000327,3
0.109871,0.000029,0.371787,0.000029,3
0.110585,0.000002,0.373349,0.000002,3
0.110616,0,0.374911,0,3
0.11222,0,0.376473,0,3
0.111689,0,0.378035,0,3
0.110815,0,0.379587,0,3
0.111826,0,0.381138,0,3
0.115251,0,0.382689,0,3
0.115544,0,0.384241,0,3
0.113864,0,0.385792,0,3
0.114648,0,0.387343,0,3
0.112556,0,0.388895,0,3
0.10412,0,0.390446,0,3
0.096672,0,0.391998,0,3
0.093504,0,0.393549,0,3
0.096331,0,0.3951,0,3
0.093171,0,0.396652,0,3
0.086394,0,0.398191,0,3
0.081433,0,0.399731,0,3
0.080624,0,0.401271,0,3
0.080414,0,0.402811,0,3
0.077194,0,0.404351,0,3
0.073452,0,0.405891,0,3
0.057904,0,0.40743,0,3
0.041415,0,0.40897,0,3
0.036486,0,0.41051,0,3
0.047345,0,0.41205,0,3
0.061526,0,0.41359,0,3
0.069476,0,0.41513,0,3
0.073715,0,0.416657,0,3
0.074774,0,0.418185,0,3
0.075262,0,0.419712,0,3
0.075319,0,0.42124,0,3
0.073999,0,0.422767,0,3
0.073846,0,0.424295,0,3
0.072863,0,0.425822,0,3
0.07232,0,0.42735,0,3
0.072767,0,0.428878,0,3
0.072563,0,0.430405,0,3
0.070893,0,0.431933,0,3
0.069296,0,0.43346,0,3
0.065683,0,0.434975,0,3
0.06059,0,0.436489,0,3
0.056215,0,0.438004,0,3
0.054327,0,0.439518,0,3
0.055926,0,0.441033,0,3
0.064639,0,0.442547,0,3
0.070574,0,0.444061,0,3
0.07799,0,0.445576,0,3
0.083524,0,0.44709,0,3
0.085774,0,0.448605,0,3
0.084967,0,0.450119,0,3
0.085185,0,0.451634,0,3
0.087381,0,0.453135,0,3
0.091571,0,0.454635,0,3
0.095416,0,0.456136,0,3
0.094225,0,0.457637,0,3
0.095263,0,0.459137,0,3
0.101441,0,0.460638,0,3
0.115991,0,0.462139,0,3
0.192684,0,0.463639,0,3
0.206594,0,0.46514,0,3
0.207677,0,0.466641,0,3
0.237419,0.000001,0.468141,0.000001,3
0.274353,0.000017,0.469642,0.000017,3
0.296252,0.000323,0.471128,0.000323,3
0.298561,0.00443,0.472614,0.00443,3
0.334488,0.042854,0.4741,0.042854,3
0.445532,0.292421,0.475586,0.292421,3
0.539558,1.408342,0.477072,1.408342,3
0.563174,4.789814,0.478559,4.789814,3
0.57484,11.508946,0.480045,11.508946,3
0.590046,19.543829,0.481531,19.543829,3
0.592313,23.460624,0.483017,23.460624,0
0.591399,19.909771,0.484503,19.909771,1
0.589692,11.94458,0.485989,11.94458,1
0.589289,5.064955,0.487475,5.064955,2
0.583738,1.517567,0.488946,1.517567,2
0.579754,0.32115,0.490417,0.32115,2
0.580973,0.047977,0.491888,0.047977,2
0.579639,0.005057,0.493359,0.005057,2
0.57971,0.000376,0.49483,0.000376,2
0.564202,0.000021,0.496301,0.000021,2
0.518168,0.000032,0.497772,0.000032,2
0.449422,0.000502,0.499242,0.000502,2
0.375005,0.005743,0.500713,0.005743,2
0.344343,0.046274,0.502184,0.046274,2
0.352615,0.262712,0.503655,0.262712,2
0.334719,1.0515,0.505126,1.0515,1
0.276618,2.968807,0.506581,2.968807,2
0.279376,5.916185,0.508036,5.916185,2
0.289068,8.325473,0.509491,8.325473,1
0.273304,8.277179,0.510946,8.277179,1
0.267783,5.817767,0.512401,5.817767,1
0.262646,2.903459,0.513856,2.903459,2
0.256146,1.081607,0.51531,1.081607,1
0.233526,0.47818,0.516765,0.47818,1
0.224322,0.650611,0.51822,0.650611,5
0.223853,1.354272,0.519675,1.354272,5
0.223574,2.582911,0.52113,2.582911,5
0.223925,4.411671,0.522585,4.411671,5
0.22345,6.753354,0.524023,6.753354,5
0.222678,8.772079,0.525462,8.772079,5
0.21013,8.947577,0.5269,8.947577,5
0.173102,6.769889,0.528338,6.769889,5
0.14245,3.68619,0.529777,3.68619,5
0.173103,1.424734,0.531215,1.424734,5
0.224018,0.388657,0.532653,0.388657,5
0.252075,0.074665,0.534092,0.074665,5
0.268927,0.010094,0.53553,0.010094,5
0.267984,0.00096,0.536968,0.00096,5
0.2583,0.000064,0.538406,0.000064,5
0.249331,0.000003,0.539845,0.000003,5
0.241061,0,0.541266,0,5
0.240825,0,0.542687,0,5
0.24211,0,0.544108,0,5
0.240944,0,0.545529,0,5
0.244892,0,0.54695,0,5
0.245929,0,0.548371,0,5
0.230305,0,0.549792,0,5
0.212801,0,0.551213,0,5
0.193907,0,0.552634,0,5
0.168847,0,0.554055,0,5
0.142551,0,0.555476,0,5
0.105972,0,0.556897,0,5
0.094186,0,0.5583,0,5
0.099453,0,0.559703,0,5
0.100795,0,0.561106,0,5
0.104232,0,0.562509,0,5
0.110942,0,0.563912,0,5
0.11738,0,0.565315,0,5
0.119224,0,0.566718,0,5
0.132981,0,0.568121,0,5
0.146616,0,0.569524,0,5
0.158019,0,0.570928,0,5
0.16097,0,0.572331,0,5
0.159163,0,0.573734,0,5
0.158338,0,0.575118,0,5
0.158608,0,0.576503,0,5
0.168969,0,0.577887,0,5
0.179304,0,0.579272,0,5
0.179518,0,0.580656,0,5
0.180792,0,0.582041,0,5
0.187007,0.000005,0.583425,0.000005,5
0.194975,0.000094,0.58481,0.000094,5
0.208217,0.001304,0.586194,0.001304,5
0.224913,0.012686,0.587578,0.012686,5
0.232297,0.086856,0.588963,0.086856,5
0.227556,0.418775,0.590347,0.418775,5
0.210506,1.422752,0.591713,1.422752,5
0.188867,3.40801,0.593078,3.40801,5
0.1884,5.758974,0.594443,5.758974,5
0.225249,6.869039,0.595809,6.869039,0
0.242945,5.785804,0.597174,5.785804,1
0.242497,3.442906,0.598539,3.442906,1
0.241837,1.447822,0.599904,1.447822,2
0.236902,0.430367,0.60127,0.430367,2
0.231591,0.090836,0.602635,0.090836,2
0.219215,0.018974,0.604,0.018974,2
0.222605,0.053522,0.605365,0.053522,2
0.244626,0.34637,0.606731,0.34637,2
0.26397,1.627101,0.608076,1.627101,2
0.256913,5.407382,0.609422,5.407382,2
0.255488,12.710898,0.610767,12.710898,2
0.255329,21.136761,0.612112,21.136761,2
0.256778,24.867845,0.613458,24.867845,0
0.260492,20.703239,0.614803,20.703239,0
0.264304,12.198046,0.616149,12.198046,0
0.27221,5.086555,0.617494,5.086555,1
0.277085,1.501195,0.61884,1.501195,2
0.278042,0.313537,0.620185,0.313537,2
0.275916,0.046333,0.621531,0.046333,2
0.253809,0.004843,0.622876,0.004843,2
0.239092,0.000358,0.624201,0.000358,2
0.238284,0.000019,0.625526,0.000019,2
0.230569,0.000001,0.626851,0.000001,2
0.216816,0,0.628176,0,2
0.207109,0,0.629501,0,2
0.205385,0,0.630826,0,2
0.199901,0,0.632151,0,2
0.165852,0,0.633476,0,2
0.092343,0,0.634801,0,1
0.081907,0,0.636126,0,2
0.084533,0,0.637451,0,2
0.085628,0,0.638776,0,2
0.086311,0,0.64008,0,2
0.092389,0,0.641384,0,2
0.103078,0,0.642688,0,2
0.116924,0,0.643992,0,2
0.138809,0,0.645296,0,2
0.153105,0,0.6466,0,2
0.157148,0,0.647904,0,2
0.153995,0,0.649208,0,2
0.148859,0,0.650512,0,2
0.150952,0,0.651816,0,2
0.15969,0,0.65312,0,2
0.163499,0,0.654424,0,2
0.163375,0,0.655706,0,2
0.150861,0,0.656988,0,2
0.136771,0,0.658271,0,2
0.124767,0,0.659553,0,2
0.121648,0,0.660835,0,2
0.12082,0,0.662118,0,2
0.121118,0,0.6634,0,2
0.117906,0,0.664682,0,2
0.114603,0,0.665965,0,2
0.115915,0,0.667247,0,2
0.116985,0,0.66853,0,2
0.119619,0,0.669812,0,2
0.122841,0,0.671072,0,2
0.122968,0,0.672332,0,2
0.117842,0,0.673592,0,2
0.106259,0,0.674853,0,2
0.098725,0,0.676113,0,2
0.098962,0,0.677373,0,2
0.099157,0,0.678633,0,3
0.112108,0,0.679893,0,3
0.113137,0,0.681153,0,3
0.164267,0,0.682413,0,3
0.241863,0,0.683674,0,3
0.299313,0.000002,0.684934,0.000002,3
0.325498,0.000047,0.686171,0.000047,3
0.32448,0.000779,0.687409,0.000779,3
0.336445,0.009064,0.688646,0.009064,3
0.386919,0.073981,0.689883,0.073981,3
0.423922,0.423468,0.691121,0.423468,3
0.427744,1.699949,0.692358,1.699949,3
0.427822,4.786211,0.693595,4.786211,3
0.427694,9.45169,0.694833,9.45169,3
0.427644,13.091902,0.69607,13.091902,0
0.428177,12.719744,0.697308,12.719744,0
0.429303,8.668336,0.698545,8.668336,1
0.429586,4.143495,0.699782,4.143495,1
0.429573,1.389174,0.700996,1.389174,2
0.429529,0.32665,0.70221,0.32665,2
0.428779,0.053866,0.703425,0.053866,2
0.419911,0.006229,0.704639,0.006229,2
0.418833,0.000505,0.705853,0.000505,2
0.405078,0.000029,0.707067,0.000029,2
0.362544,0.000001,0.708281,0.000001,2
0.302152,0,0.709495,0,2
0.248029,0,0.710709,0,2
0.234825,0,0.711923,0,2
0.228828,0,0.713137,0,2
0.167531,0,0.714351,0,2
0.067899,0,0.715541,0,2
0.048793,0,0.716731,0,2
0.061894,0,0.717921,0,2
0.077252,0,0.719112,0,2
0.118063,0,0.720302,0,2
0.184446,0,0.721492,0,2
0.235563,0,0.722682,0,2
0.266036,0.000004,0.723872,0.000004,2
0.27282,0.00009,0.725062,0.00009,2
0.274836,0.001262,0.726253,0.001262,2
0.306913,0.012419,0.727443,0.012419,2
0.366844,0.085733,0.728633,0.085733,2
0.389429,0.415044,0.729799,0.415044,2
0.397604,1.409181,0.730964,1.409181,2
0.404025,3.355754,0.73213,3.355754,2
0.40632,5.605081,0.733296,5.605081,2
0.406486,6.566788,0.734462,6.566788,0
0.406607,5.39643,0.735627,5.39643,0
0.406637,3.11056,0.736793,3.11056,1
0.406664,1.257587,0.737959,1.257587,1
0.407057,0.356604,0.739124,0.356604,2
0.408851,0.070918,0.74029,0.070918,2
0.40738,0.009891,0.741456,0.009891,2
0.404592,0.000967,0.742622,0.000967,1
0.395067,0.000066,0.743762,0.000066,2
0.365562,0.000003,0.744903,0.000003,2
0.319337,0,0.746044,0,2
0.269518,0,0.747185,0,2
0.241088,0,0.748325,0,2
0.240209,0,0.749466,0,2
0.226797,0,0.750607,0,2
0.166104,0,0.751747,0,2
0.133809,0,0.752888,0,2
0.123167,0,0.754029,0,0
0.115911,0,0.75517,0,0
0.116136,0,0.75631,0,1
0.116822,0,0.757426,0,1
0.152056,0,0.758541,0,1
0.28287,0,0.759656,0,0
0.388692,0,0.760771,0,1
0.410419,0,0.761886,0,1
0.430782,0,0.763002,0,1
0.614078,0.000001,0.764117,0.000001,1
0.961931,0.000032,0.765232,0.000032,0
1.32971,0.000547,0.766347,0.000547,0
1.627771,0.006598,0.767462,0.006598,0
1.801347,0.056146,0.768578,0.056146,0
1.910716,0.338272,0.769693,0.338272,0
1.9927,1.452258,0.770782,1.452258,0
2.041589,4.497012,0.771871,4.497012,0
2.073134,10.27301,0.77296,10.27301,0
2.077147,17.993896,0.774049,17.993896,0
2.043259,25.521265,0.775139,25.521265,0
2.010041,31.071423,0.776228,31.071423,0
2.014223,34.582764,0.777317,34.582764,0
2.057739,39.28127,0.778406,39.28127,0
2.101538,50.364393,0.779495,50.364393,0
2.120006,66.736777,0.780584,66.736777,0
2.066974,77.381373,0.781673,77.381373,0
1.987053,73.105541,0.782763,73.105541,0
1.943753,57.234704,0.783825,57.234704,0
1.954768,39.467992,0.784888,39.467992,0
1.995122,25.245756,0.78595,25.245756,0
2.000306,14.782283,0.787013,14.782283,0
1.940796,7.403479,0.788075,7.403479,0
1.819329,3.083958,0.789138,3.083958,0
1.721041,1.711822,0.7902,1.711822,0
1.633553,1.480453,0.791263,1.480453,0
1.512131,1.688558,0.792326,1.688558,0
1.352267,2.210632,0.793388,2.210632,0
1.114509,2.901251,0.794451,2.901251,0
0.80345,3.592955,0.795513,3.592955,0
0.498911,4.114909,0.796549,4.114909,0
0.332899,4.331825,0.797584,4.331825,0
0.326347,4.187726,0.798619,4.187726,0
0.308424,3.714469,0.799655,3.714469,0